,running_saber11,running_sisben,spadies_any,tr
329695,-47,19.910000762939454,0,0
329696,-52,-14.620001831054687,0,0
329697,-120,-5.580001525878906,0,0
329698,-92,,0,0
329699,-81,33.889999866485596,0,0
329700,-27,,0,0
329701,-125,28.4399995803833,0,0
329702,-46,-6.060000457763671,0,0
329703,0,-4.049998931884765,0,0
329704,-69,,0,0
329705,-82,39.880000076293946,0,0
329706,-113,,0,0
329707,-115,15.009999237060548,0,0
329708,-39,29.22999984741211,0,0
329709,-93,14.060001678466797,0,0
329710,-75,15.170000076293945,0,0
329711,-73,,0,0
329712,-16,29.090000457763672,0,0
329713,-38,,0,0
329714,-38,,0,0
329715,-99,7.059998474121095,0,0
329716,-42,28.649999618530273,0,0
329717,-31,11.169998474121094,0,0
329718,-61,31.199999771118165,0,0
329719,-103,9.360000610351562,0,0
329720,-84,33.019999465942384,0,0
329721,-98,34.40000009536743,0,0
329722,-112,29.080000228881836,0,0
329723,-62,,0,0
329724,-90,12.349998779296875,0,0
329725,-84,11.340000457763672,0,0
329726,-112,27.360000915527344,0,0
329727,-126,,0,0
329728,-83,,0,0
329729,-67,28.310000381469727,0,0
329730,-66,-3.560000457763671,0,0
329731,-7,,0,0
329732,-31,,0,0
329733,-86,,0,0
329734,-100,36.07,0,0
329735,-76,40.68999988555908,0,0
329736,-27,,0,0
329737,-41,31.739999771118164,0,0
329738,-15,,0,0
329739,-148,43.84999973297119,0,0
329740,-77,,0,0
329741,-77,37.75999999046326,0,0
329742,-1,31.07,0,0
329743,-53,38.59000045776367,0,0
329744,-75,23.690000534057617,0,0
329745,-107,,0,0
329746,-85,-18.840003662109375,0,0
329747,-83,43.679999656677246,0,0
329748,-87,35.34999938964844,0,0
329749,-20,16.160000762939454,0,0
329750,-81,-4.599998168945312,0,0
329751,-12,,0,0
329752,-52,,0,0
329753,54,0.5000009155273446,0,1
329754,-51,-0.27000015258789034,0,0
329755,-73,14.680000610351563,0,0
329756,-36,,0,0
329757,-77,,0,0
329758,-35,37.78999931335449,0,0
329759,-72,28.969999618530274,0,0
329760,-78,17.55000015258789,0,0
329761,-132,,0,0
329762,-114,41.990000076293946,0,0
329763,-52,38.03999931335449,0,0
329764,-41,29.97999984741211,0,0
329765,-54,27.180000610351563,0,0
329766,-33,,0,0
329767,-23,-7.139999084472656,0,0
329768,-32,21.430000610351563,0,0
329769,-125,26.219999618530274,0,0
329770,-72,,0,0
329771,-82,1.9899981689453128,0,0
329772,-52,26.859999618530274,0,0
329773,-80,35.490000076293946,0,0
329774,-100,-1.3300018310546875,0,0
329775,-97,35.539999923706056,0,0
329776,-100,,0,0
329777,-77,20.919999084472657,0,0
329778,-50,-3.8899993896484375,0,0
329779,-65,30.890000305175782,0,0
329780,-69,39.25999923706055,0,0
329781,-116,42.29000026702881,0,0
329782,-143,40.620000190734864,0,0
329783,-85,-16.849998168945312,0,0
329784,-109,7.640000305175782,0,0
329785,-133,33.110000915527344,0,0
329786,-69,-4.470001220703125,0,0
329787,-40,,0,0
329788,-72,,0,0
329789,-46,28.010000228881836,0,0
329790,-84,31.510000228881836,0,0
329791,-43,2.5299990844726565,0,0
329792,-12,4.189999542236329,0,0
329793,-75,,0,0
329794,-115,15.820000610351563,0,0
329795,-107,,0,0
329796,-87,36.059999771118164,0,0
329797,-118,11.989998779296876,0,0
329798,-25,-2.089999847412109,0,0
329799,-77,25.72999984741211,0,0
329800,-118,25.990000076293946,0,0
329801,-41,-8.080001525878906,0,0
329802,-30,-5.200000457763672,0,0
329803,-110,23.279999084472657,0,0
329804,-35,28.149999618530273,0,0
329805,-37,,0,0
329806,-152,21.63999969482422,0,0
329807,-62,,0,0
329808,-119,26.31999969482422,0,0
329809,-56,,0,0
329810,-95,44.449999771118165,0,0
329811,-80,,0,0
329812,-113,23.219999313354492,0,0
329813,-13,19.529999084472657,0,0
329814,-50,35.77999969482422,0,0
329815,-67,8.689999542236329,0,0
329816,-82,8.200000762939453,0,0
329817,-43,-14.760001831054687,0,0
329818,-109,,0,0
329819,-49,20.890000305175782,0,0
329820,-52,,0,0
329821,-138,,0,0
329822,-68,22.200001068115235,0,0
329823,-113,-8.48000244140625,0,0
329824,-69,-1.3199987792968741,0,0
329825,-113,25.1900008392334,0,0
329826,-97,27.649999923706055,0,0
329827,-119,21.809999465942383,0,0
329828,-40,37.81000038146973,0,0
329829,-43,1.3600006103515625,0,0
329830,-43,8.829998931884766,0,0
329831,-50,27.240000076293946,0,0
329832,-95,,0,0
329833,-63,-9.999999694824218,0,0
329834,-43,7.399998626708985,0,0
329835,-105,,0,0
329836,-87,34.41000015258789,0,0
329837,-123,,0,0
329838,-98,,0,0
329839,-105,,0,0
329840,-41,11.599999389648438,0,0
329841,-79,,0,0
329842,-91,11.180000610351563,0,0
329843,-105,41.789999923706056,0,0
329844,-54,18.989998168945313,0,0
329845,-115,14.360001525878907,0,0
329846,-58,12.32,0,0
329847,-65,,0,0
329848,-62,43.18999954223633,0,0
329849,-45,44.24999996185303,0,0
329850,-84,,0,0
329851,-54,,0,0
329852,-87,22.690000534057617,0,0
329853,-50,39.57,0,0
329854,-102,34.380000076293946,0,0
329855,-57,19.239998779296876,0,0
329856,-3,,0,0
329857,-39,32.88999969482422,0,0
329858,-18,-29.760001831054687,0,0
329859,-95,36.269999465942384,0,0
329860,-91,,0,0
329861,-93,,0,0
329862,-35,,0,0
329863,-38,34.949999771118165,0,0
329864,-41,,0,0
329865,-80,36.17999931335449,0,0
329866,-4,,0,0
329867,-115,-8.069998779296874,0,0
329868,-114,,0,0
329869,-109,5.889999694824219,0,0
329870,-73,-8.540000915527344,0,0
329871,-55,31.300000190734863,0,0
329872,-118,34.94000005722046,0,0
329873,-115,,0,0
329874,-55,6.809998474121095,0,0
329875,-93,39.07,0,0
329876,-89,,0,0
329877,-107,19.599998779296875,0,0
329878,-84,47.039999923706056,0,0
329879,-6,,0,0
329880,-57,-25.279998474121093,0,0
329881,-83,33.82,0,0
329882,-83,,0,0
329883,-49,24.590000457763672,0,0
329884,-45,,0,0
329885,-90,-10.220000915527343,0,0
329886,-57,,0,0
329887,-58,6.259998626708985,0,0
329888,8,,0,1
329889,-120,,0,0
329890,-78,,0,0
329891,15,,0,1
329892,-68,,0,0
329893,-37,35.969999618530274,0,0
329894,-103,28.34000015258789,0,0
329895,-47,,0,0
329896,-130,33.34000045776367,0,0
329897,-109,6.849999389648438,0,0
329898,-71,32.60000068664551,0,0
329899,-104,18.3799991607666,0,0
329900,-80,,0,0
329901,-26,,0,0
329902,-95,27.100000686645508,0,0
329903,-53,,0,0
329904,-138,14.629998168945313,0,0
329905,-73,24.629998168945313,0,0
329906,-51,17.469998321533204,0,0
329907,-111,,0,0
329908,-7,-9.200003662109374,0,0
329909,-68,16.439998931884766,0,0
329910,-104,,0,0
329911,-36,16.57,0,0
329912,-73,2.969998321533204,0,0
329913,-48,12.5,0,0
329914,-22,29.6900008392334,0,0
329915,-82,22.22999984741211,0,0
329916,-79,,0,0
329917,-110,40.620000190734864,0,0
329918,-123,,0,0
329919,-102,,0,0
329920,-92,,0,0
329921,-46,12.02999969482422,0,0
329922,-78,-11.849998168945312,0,0
329923,-106,47.41000015258789,0,0
329924,-92,,0,0
329925,-94,28.4400008392334,0,0
329926,-75,8.770000457763672,0,0
329927,-33,36.93000061035156,0,0
329928,-113,,0,0
329929,-147,,0,0
329930,-67,38.75000030517578,0,0
329931,-45,-0.3899993896484375,0,0
329932,-140,,0,0
329933,-10,,0,0
329934,-89,18.489999771118164,0,0
329935,-141,3.7999995422363284,0,0
329936,-114,34.59000045776367,0,0
329937,-51,4.849999389648438,0,0
329938,-141,,0,0
329939,-50,10.040001831054688,0,0
329940,-55,30.350000686645508,0,0
329941,-47,-8.959998779296875,0,0
329942,-95,-4.679999389648437,0,0
329943,-55,,0,0
329944,-97,23.13999969482422,0,0
329945,-117,-6.240001373291015,0,0
329946,39,-6.229999237060547,0,0
329947,-118,17.500000915527345,0,0
329948,-125,,0,0
329949,-75,36.25000030517578,0,0
329950,-97,22.200001068115235,0,0
329951,-90,15.720001525878907,0,0
329952,-77,33.86999984741211,0,0
329953,-114,31.580000228881836,0,0
329954,62,,0,1
329955,-78,22.899998626708985,0,0
329956,-88,-5.909999542236328,0,0
329957,-34,,0,0
329958,-94,,0,0
329959,-47,,0,0
329960,-128,16.239998168945313,0,0
329961,-77,,0,0
329962,-17,,0,0
329963,-42,34.5899991607666,0,0
329964,-77,,0,0
329965,-93,-5.580001525878906,0,0
329966,-47,-5.599998168945312,0,0
329967,-23,15.079999923706055,0,0
329968,-86,30.900000534057618,0,0
329969,-58,,0,0
329970,-55,16.739999771118164,0,0
329971,-47,22.360000915527344,0,0
329972,-81,,0,0
329973,-72,,0,0
329974,-109,33.63000011444092,0,0
329975,-108,32.43000061035156,0,0
329976,-113,35.57,0,0
329977,-118,20.189998931884766,0,0
329978,-96,24.270000762939453,0,0
329979,-14,19.509998626708985,0,0
329980,-125,,0,0
329981,-68,3.1499986267089852,0,0
329982,-50,-12.190001525878905,0,0
329983,-35,5.169999084472657,0,0
329984,-63,,0,0
329985,-93,8.380001373291016,0,0
329986,-61,,0,0
329987,-122,2.5700000000000003,0,0
329988,-39,16.090000457763672,0,0
329989,-88,8.270000762939453,0,0
329990,-61,,0,0
329991,-65,19.559999465942383,0,0
329992,-109,4.7500003051757815,0,0
329993,-90,-5.4499998474121085,0,0
329994,-27,,0,0
329995,-63,27.8300008392334,0,0
329996,-73,6.739998168945313,0,0
329997,-58,17.869999237060547,0,0
329998,-129,26.130000114440918,0,0
329999,-62,-1.560000457763671,0,0
330000,-108,22.91000015258789,0,0
330001,-135,,0,0
330002,-41,16.09000015258789,0,0
330003,-98,26.949999771118165,0,0
330004,-45,-10.569998779296874,0,0
330005,-12,35.09000045776367,0,0
330006,-87,-4.27000015258789,0,0
330007,-50,-13.410003356933593,0,0
330008,20,,0,1
330009,-44,,0,0
330010,-98,23.739998168945313,0,0
330011,-129,-11.319999389648437,0,0
330012,-72,6.459999389648438,0,0
330013,-44,,0,0
330014,7,,0,1
330015,-76,28.039999313354492,0,0
330016,-123,21.57,0,0
330017,-105,32.51000053405762,0,0
330018,-25,0.7400016784667969,0,0
330019,-93,,0,0
330020,-65,35.53999931335449,0,0
330021,-100,,0,0
330022,-76,33.59000045776367,0,0
330023,-63,3.0500001525878915,0,0
330024,-80,-8.629996948242187,0,0
330025,-33,10.82,0,0
330026,-167,32.77000076293945,0,0
330027,-92,,0,0
330028,-65,1.2900018310546884,0,0
330029,-95,21.040001220703125,0,0
330030,-72,,0,0
330031,-99,,0,0
330032,-26,,0,0
330033,-17,-4.089999847412109,0,0
330034,-57,,0,0
330035,-33,21.40999984741211,0,0
330036,-89,,0,0
330037,-63,-11.029998474121093,0,0
330038,-100,25.879999465942383,0,0
330039,-63,,0,0
330040,-58,36.240000076293946,0,0
330041,-131,36.199999771118165,0,0
330042,-47,-0.6599995422363278,0,0
330043,-32,10.070000610351563,0,0
330044,-68,7.919998474121094,0,0
330045,-38,-14.709998168945312,0,0
330046,-10,32.65000053405762,0,0
330047,-55,7.619998931884766,0,0
330048,-55,-5.839999847412109,0,0
330049,-114,18.420000076293945,0,0
330050,-56,24.150001831054688,0,0
330051,-140,30.309999771118164,0,0
330052,-57,-9.809996643066405,0,0
330053,-112,12.680000610351563,0,0
330054,-20,0.00999862670898466,0,0
330055,-137,44.57,0,0
330056,-67,44.41000015258789,0,0
330057,-38,0.2500009155273446,0,0
330058,-108,28.34999938964844,0,0
330059,-83,,0,0
330060,-117,16.770000762939453,0,0
330061,-77,,0,0
330062,-72,43.63999969482422,0,0
330063,10,,0,1
330064,-14,-15.620001831054687,0,0
330065,-87,51.07,0,0
330066,-47,9.689998931884766,0,0
330067,-30,,0,0
330068,10,,0,1
330069,-29,17.989998779296876,0,0
330070,-114,39.97999984741211,0,0
330071,-77,50.49999982833862,0,0
330072,-116,22.170000076293945,0,0
330073,-85,34.32,0,0
330074,-84,,0,0
330075,-111,,0,0
330076,-122,35.71999979019165,0,0
330077,-40,-5.089999237060546,0,0
330078,-116,,0,0
330079,-99,4.0299990844726565,0,0
330080,-99,3.5299996948242196,0,0
330081,-151,45.84999973297119,0,0
330082,-103,,0,0
330083,-37,-3.7799984741210935,0,0
330084,-101,,0,0
330085,-97,,0,0
330086,-117,25.52999973297119,0,0
330087,-52,,0,0
330088,-100,0.6300010681152344,0,0
330089,-88,46.66000015258789,0,0
330090,-111,46.370000190734864,0,0
330091,-90,7.070000610351563,0,0
330092,-102,,0,0
330093,-97,13.129999160766602,0,0
330094,-50,30.420000381469727,0,0
330095,-55,,0,0
330096,-63,,0,0
330097,-83,26.119999237060547,0,0
330098,-143,33.52000076293945,0,0
330099,-18,19.97999984741211,0,0
330100,-47,,0,0
330101,-61,4.099998474121094,0,0
330102,-97,,0,0
330103,-69,4.520000762939453,0,0
330104,1,41.86999984741211,0,1
330105,-61,22.63999969482422,0,0
330106,-120,-14.98999755859375,0,0
330107,-32,47.929999656677246,0,0
330108,-105,-10.749999084472655,0,0
330109,-106,,0,0
330110,-54,37.949999771118165,0,0
330111,-115,3.919998474121094,0,0
330112,-77,,0,0
330113,-13,5.509998626708985,0,0
330114,-23,,0,0
330115,-130,33.05000015258789,0,0
330116,-35,,0,0
330117,-38,,0,0
330118,-133,,0,0
330119,-83,,0,0
330120,-42,38.4499991607666,0,0
330121,-68,,0,0
330122,-72,28.06999969482422,0,0
330123,0,25.84,0,1
330124,-133,17.32,0,0
330125,-70,27.119999237060547,0,0
330126,-87,14.560001678466797,0,0
330127,-40,3.7000016784667977,0,0
330128,-137,18.18000030517578,0,0
330129,-115,17.93999954223633,0,0
330130,-85,,0,0
330131,-38,,0,0
330132,-53,,0,0
330133,-83,36.36999988555908,0,0
330134,-59,10.559998474121095,0,0
330135,-79,-9.200003662109374,0,0
330136,-69,44.73000045776367,0,0
330137,-105,16.450001678466798,0,0
330138,-124,20.950001068115235,0,0
330139,-67,17.009999237060548,0,0
330140,-72,,0,0
330141,-92,23.829998321533203,0,0
330142,-123,,0,0
330143,-99,45.960000343322754,0,0
330144,-112,35.45999938964844,0,0
330145,-28,,0,0
330146,-94,42.59000045776367,0,0
330147,-71,18.88999969482422,0,0
330148,-48,16.520000457763672,0,0
330149,-88,8.820000610351563,0,0
330150,-35,38.32,0,0
330151,-64,8.079998931884766,0,0
330152,-127,24.82,0,0
330153,-125,10.290001220703125,0,0
330154,-118,37.45999938964844,0,0
330155,-107,,0,0
330156,-125,-9.150000610351562,0,0
330157,-122,-3.539999999999999,0,0
330158,-45,,0,0
330159,-87,,0,0
330160,9,,0,1
330161,-115,,0,0
330162,-37,-2.349998168945312,0,0
330163,-113,,0,0
330164,-96,,0,0
330165,-109,50.03000003814697,0,0
330166,-82,5.540000915527344,0,0
330167,-310,-10.569999694824219,0,0
330168,-102,,0,0
330169,-90,13.440000534057617,0,0
330170,-69,-22.05000274658203,0,0
330171,-54,14.169998474121094,0,0
330172,-101,,0,0
330173,-83,12.489998779296876,0,0
330174,-9,32.86999923706055,0,0
330175,-57,,0,0
330176,-164,9.349999389648438,0,0
330177,-62,17.130001373291016,0,0
330178,-113,,0,0
330179,-62,35.57000061035156,0,0
330180,-100,39.39000030517578,0,0
330181,-93,7.689998626708984,0,0
330182,-57,31.260000534057617,0,0
330183,-90,,0,0
330184,-56,-5.330001525878906,0,0
330185,-53,25.24000068664551,0,0
330186,-45,,0,0
330187,-77,,0,0
330188,-90,,0,0
330189,-36,-15.23999755859375,0,0
330190,-69,,0,0
330191,-133,,0,0
330192,-22,,0,0
330193,-18,20.02999969482422,0,0
330194,-62,13.389999694824219,0,0
330195,-82,-11.66000274658203,0,0
330196,-110,31.360000915527344,0,0
330197,-15,,0,0
330198,-95,31.830000228881836,0,0
330199,-108,26.559999771118164,0,0
330200,-133,,0,0
330201,-67,,0,0
330202,-85,,0,0
330203,-97,27.00000030517578,0,0
330204,-39,-2.0800018310546875,0,0
330205,-82,-11.319999389648437,0,0
330206,-34,,0,0
330207,-88,42.449999771118165,0,0
330208,-89,12.049999542236328,0,0
330209,-62,,0,0
330210,-70,0.7399981689453128,0,0
330211,-50,3.910000152587891,0,0
330212,-15,,0,0
330213,-64,51.55999990463257,0,0
330214,-115,22.919998474121094,0,0
330215,-84,46.38999969482422,0,0
330216,-112,,0,0
330217,-95,39.09000045776367,0,0
330218,-77,,0,0
330219,-122,,0,0
330220,-97,,0,0
330221,-48,10.72999984741211,0,0
330222,-93,46.54999954223633,0,0
330223,17,,0,1
330224,-29,,0,0
330225,-53,,0,0
330226,-12,,0,0
330227,-124,29.16000015258789,0,0
330228,-103,10.299999542236328,0,0
330229,-51,4.259998626708985,0,0
330230,-67,,0,0
330231,-112,38.860000915527344,0,0
330232,-92,22.25000030517578,0,0
330233,-84,28.90999984741211,0,0
330234,-46,1.3499993896484384,0,0
330235,-60,18.619999237060547,0,0
330236,-99,30.1899995803833,0,0
330237,-31,,0,0
330238,-98,,0,0
330239,-81,11.910000762939454,0,0
330240,-61,6.000000915527345,0,0
330241,-88,-3.9499998474121085,0,0
330242,-85,,0,0
330243,-48,-3.389998474121093,0,0
330244,-96,,0,0
330245,-52,20.899998626708985,0,0
330246,-78,40.38999969482422,0,0
330247,-13,10.889999694824219,0,0
330248,-89,55.88999994754791,0,0
330249,-78,30.789999313354492,0,0
330250,-56,,0,0
330251,-119,37.969999618530274,0,0
330252,-75,26.169999084472657,0,0
330253,-91,35.1900008392334,0,0
330254,-57,17.479999542236328,0,0
330255,-122,13.809998474121095,0,0
330256,-62,,0,0
330257,-66,50.28000003814697,0,0
330258,-111,,0,0
330259,-45,26.350000686645508,0,0
330260,-58,27.1900008392334,0,0
330261,-37,4.059998474121095,0,0
330262,-90,34.719999618530274,0,0
330263,-121,15.119999237060547,0,0
330264,-100,19.500000915527345,0,0
330265,-27,,0,0
330266,-55,17.079999923706055,0,0
330267,-97,,0,0
330268,-85,4.160000762939454,0,0
330269,-88,-7.949996643066406,0,0
330270,-67,3.6499986267089852,0,0
330271,-54,,0,0
330272,-82,22.25,0,0
330273,-73,41.28000003814697,0,0
330274,-105,,0,0
330275,-66,5.72999984741211,0,0
330276,-82,46.97999984741211,0,0
330277,-82,37.47000022888184,0,0
330278,-78,-1.2299986267089835,0,0
330279,-68,,0,0
330280,-123,28.350000686645508,0,0
330281,-6,-1.2099981689453116,0,0
330282,-109,,0,0
330283,-48,,0,0
330284,-93,23.150001831054688,0,0
330285,-48,19.469998321533204,0,0
330286,-76,,0,0
330287,-5,,0,0
330288,-47,41.679999656677246,0,0
330289,-83,6.150001831054688,0,0
330290,-55,-2.259998321533203,0,0
330291,25,,0,1
330292,-75,7.349998779296875,0,0
330293,-62,22.320000610351563,0,0
330294,-66,,0,0
330295,-43,19.250000915527345,0,0
330296,-16,22.47999984741211,0,0
330297,-37,36.15000009536743,0,0
330298,-140,,0,0
330299,-106,,0,0
330300,-97,17.919999084472657,0,0
330301,-71,,0,0
330302,-39,18.279999084472657,0,0
330303,-42,-6.9700009155273435,0,0
330304,-66,,0,0
330305,-113,52.22000009536743,0,0
330306,-77,,0,0
330307,-88,15.400001831054688,0,0
330308,-126,11.910000152587891,0,0
330309,-15,-11.540000610351562,0,0
330310,-72,28.010000534057617,0,0
330311,-59,27.880000076293946,0,0
330312,-12,-12.569999389648437,0,0
330313,-88,,0,0
330314,0,0.009999237060547728,0,1
330315,-95,17.79000183105469,0,0
330316,-111,,0,0
330317,-129,-12.060001373291016,0,0
330318,-75,10.939998931884766,0,0
330319,-22,,0,0
330320,-49,28.129999465942383,0,0
330321,-45,,0,0
330322,-83,26.22999984741211,0,0
330323,-90,43.13999969482422,0,0
330324,-73,22.209999084472656,0,0
330325,-67,21.290001220703125,0,0
330326,-69,32.46,0,0
330327,-70,,0,0
330328,-113,28.490000076293946,0,0
330329,-94,34.77999969482422,0,0
330330,-88,,0,0
330331,-47,,0,0
330332,-6,,0,0
330333,-35,6.020000762939453,0,0
330334,-99,,0,0
330335,-34,34.56000038146973,0,0
330336,-42,-1.330001525878906,0,0
330337,-115,20.119999237060547,0,0
330338,-37,28.490000076293946,0,0
330339,-95,1.0400018310546884,0,0
330340,-100,,0,0
330341,-37,,0,0
330342,-100,,0,0
330343,-118,,0,0
330344,-35,0.12999816894531335,0,0
330345,-35,20.220001525878907,0,0
330346,-71,,0,0
330347,-119,46.8800004196167,0,0
330348,-17,0.1100006103515625,0,0
330349,-94,,0,0
330350,-41,24.510000534057617,0,0
330351,-31,-7.200000457763672,0,0
330352,-105,24.090000457763672,0,0
330353,-38,,0,0
330354,-58,-1.6799993896484366,0,0
330355,-61,41.60999996185303,0,0
330356,-92,,0,0
330357,-118,0.4399989318847659,0,0
330358,-46,7.040001831054688,0,0
330359,-89,40.54000026702881,0,0
330360,-52,-5.700000457763672,0,0
330361,0,,0,1
330362,-67,,0,0
330363,-68,39.26000053405762,0,0
330364,-82,40.7599995803833,0,0
330365,-77,20.529999084472657,0,0
330366,-120,39.410000762939454,0,0
330367,-72,,0,0
330368,-62,,0,0
330369,-50,20.040000915527344,0,0
330370,-11,,0,0
330371,-35,28.72999984741211,0,0
330372,-83,-4.260001220703124,0,0
330373,-11,6.27999969482422,0,0
330374,-50,40.06000038146973,0,0
330375,-84,4.790000915527344,0,0
330376,-97,,0,0
330377,-80,,0,0
330378,-63,,0,0
330379,-105,,0,0
330380,-103,7.060001678466797,0,0
330381,-83,15.02999969482422,0,0
330382,-55,-20.27999786376953,0,0
330383,-77,-3.6500012207031247,0,0
330384,-84,15.529999084472657,0,0
330385,-79,-9.139999389648438,0,0
330386,-37,25.650000534057618,0,0
330387,-106,13.020000762939453,0,0
330388,-84,26.470000228881837,0,0
330389,-48,,0,0
330390,-63,,0,0
330391,-47,28.25000030517578,0,0
330392,-123,3.259998321533203,0,0
330393,-92,16.689998931884766,0,0
330394,-92,15.540000915527344,0,0
330395,-58,,0,0
330396,-91,,0,0
330397,-129,,0,0
330398,-86,,0,0
330399,-114,7.840001068115235,0,0
330400,-70,8.060001373291016,0,0
330401,-73,,0,0
330402,-40,20.340001068115235,0,0
330403,-63,22.410000762939454,0,0
330404,-116,31.270000762939453,0,0
330405,-15,,0,0
330406,-80,-3.080001525878906,0,0
330407,-111,,0,0
330408,-95,35.110000915527344,0,0
330409,-38,19.520000762939453,0,0
330410,-98,19.71,0,0
330411,-114,,0,0
330412,-93,3.910000762939454,0,0
330413,-70,39.27999908447266,0,0
330414,-110,,0,0
330415,-106,7.32,0,0
330416,-106,30.6900008392334,0,0
330417,-104,28.629999465942383,0,0
330418,-54,,0,0
330419,-10,27.63999969482422,0,0
330420,-118,10.169999084472657,0,0
330421,-28,,0,0
330422,-128,17.469999313354492,0,0
330423,-61,,0,0
330424,-80,16.13999969482422,0,0
330425,-99,22.070000610351563,0,0
330426,-69,1.0299996948242196,0,0
330427,-22,-18.459998779296875,0,0
330428,-95,-5.019999542236327,0,0
330429,-66,,0,0
330430,-62,4.560001373291016,0,0
330431,-58,23.31999969482422,0,0
330432,-37,,0,0
330433,-73,,0,0
330434,-99,49.60000020980835,0,0
330435,-28,7.770000762939453,0,0
330436,-3,,0,0
330437,-74,,0,0
330438,-77,2.189998931884766,0,0
330439,-102,44.870000190734864,0,0
330440,-33,20.200001678466798,0,0
330441,-109,5.950001678466798,0,0
330442,-78,11.509999237060548,0,0
330443,-110,27.260000534057617,0,0
330444,-93,-15.069999694824219,0,0
330445,3,6.2500003051757815,0,1
330446,-31,-2.8699989318847656,0,0
330447,-35,-9.770003356933593,0,0
330448,-80,-2.099998168945312,0,0
330449,-52,,0,0
330450,-2,42.07999988555908,0,0
330451,-28,21.75,0,0
330452,-47,0.34000045776367216,0,0
330453,-28,,0,0
330454,-77,22.810001678466797,0,0
330455,-123,16.84000015258789,0,0
330456,-42,-8.459998779296875,0,0
330457,-46,,0,0
330458,-109,-0.5200001525878903,0,0
330459,-95,,0,0
330460,-98,-19.260001831054687,0,0
330461,-67,,0,0
330462,-87,13.959999389648438,0,0
330463,-128,15.950000762939453,0,0
330464,-73,,0,0
330465,-115,-8.319998779296874,0,0
330466,-98,10.090001068115235,0,0
330467,-103,,0,0
330468,-76,24.700000762939453,0,0
330469,-7,42.32,0,0
330470,-31,21.309998474121095,0,0
330471,-35,,0,0
330472,-98,23.91000015258789,0,0
330473,-37,17.52999969482422,0,0
330474,-70,45.31999965667725,0,0
330475,-92,-1.1899983215332028,0,0
330476,-121,19.149998626708985,0,0
330477,-83,,0,0
330478,-39,-0.9200016784667966,0,0
330479,-95,-2.2299992370605466,0,0
330480,-106,16.709999389648438,0,0
330481,-125,5.430001220703126,0,0
330482,-104,,0,0
330483,-14,9.000000915527345,0,0
330484,-93,23.650001831054688,0,0
330485,-112,37.469999618530274,0,0
330486,-25,40.15000053405762,0,0
330487,-100,-5.630000762939453,0,0
330488,-73,34.73000045776367,0,0
330489,-98,22.009998626708985,0,0
330490,-84,-4.2499996948242185,0,0
330491,-69,0.0599984741210946,0,0
330492,-103,27.06999969482422,0,0
330493,-114,25.04000183105469,0,0
330494,-75,,0,0
330495,13,,0,1
330496,-80,40.25000030517578,0,0
330497,-56,,0,0
330498,4,-23.139998474121093,0,0
330499,-79,28.210000038146973,0,0
330500,-115,43.830000228881836,0,0
330501,-76,32.52000076293945,0,0
330502,-85,33.17000038146973,0,0
330503,-47,47.88999969482422,0,0
330504,-113,,0,0
330505,-108,,0,0
330506,-53,,0,0
330507,-54,13.779999084472657,0,0
330508,-112,24.259999237060548,0,0
330509,-36,,0,0
330510,-50,,0,0
330511,-64,-0.8599996948242179,0,0
330512,-105,2.2799996948242196,0,0
330513,-72,36.4400008392334,0,0
330514,-102,,0,0
330515,-100,,0,0
330516,-27,-3.8700018310546866,0,0
330517,-103,41.46,0,0
330518,-74,6.939998626708984,0,0
330519,-17,17.32,0,0
330520,-164,18.150001831054688,0,0
330521,-129,,0,0
330522,-39,,0,0
330523,-59,19.549999237060547,0,0
330524,-22,3.400001831054688,0,0
330525,-41,47.82,0,0
330526,-113,9.629998168945313,0,0
330527,-38,-2.2999983215332023,0,0
330528,-59,-7.849997558593749,0,0
330529,-109,42.36999984741211,0,0
330530,-108,,0,0
330531,-82,0.3600015258789071,0,0
330532,-103,,0,0
330533,-88,,0,0
330534,-103,-19.529998474121093,0,0
330535,-132,,0,0
330536,90,,0,1
330537,-48,37.21,0,0
330538,-40,28.84000015258789,0,0
330539,-101,47.30000015258789,0,0
330540,-50,-17.319999389648437,0,0
330541,-104,,0,0
330542,-47,,0,0
330543,-48,54.700000009536744,0,0
330544,-109,3.7799996948242196,0,0
330545,54,,0,1
330546,-77,31.469999618530274,0,0
330547,-72,9.119999237060547,0,0
330548,-91,34.75000030517578,0,0
330549,-87,,0,0
330550,-87,,0,0
330551,-43,21.070000610351563,0,0
330552,-69,46.63999969482422,0,0
330553,-82,,0,0
330554,13,,0,1
330555,-111,,0,0
330556,-52,,0,0
330557,-29,,0,0
330558,-90,,0,0
330559,-125,,0,0
330560,-65,44.54999954223633,0,0
330561,-28,-6.259998321533203,0,0
330562,8,,0,1
330563,-47,-1.9099989318847648,0,0
330564,-32,,0,0
330565,-96,,0,0
330566,-66,34.27000076293945,0,0
330567,-68,,0,0
330568,-56,28.789999313354492,0,0
330569,-17,,0,0
330570,-29,,0,0
330571,-28,-11.52999786376953,0,0
330572,-94,,0,0
330573,-33,,0,0
330574,-77,-3.4599981689453116,0,0
330575,-77,-14.610000305175781,0,0
330576,-27,-16.609999694824218,0,0
330577,-88,,0,0
330578,-72,-2.6200018310546866,0,0
330579,-91,23.639999389648438,0,0
330580,-130,,0,0
330581,-71,38.68000061035156,0,0
330582,-12,,0,0
