,running_saber11,running_sisben,spadies_any,tr
151047,-16,-22.639998474121093,1,0
151048,-5,22.09000015258789,1,0
151049,-66,21.220001525878907,0,0
151050,-3,,0,0
151051,-86,13.639999694824219,0,0
151052,-82,-22.94000213623047,1,0
151053,-69,4.380001373291016,1,0
151054,-40,30.219999618530274,0,0
151055,-95,,0,0
151056,-60,8.590000457763672,0,0
151057,-119,18.840000457763672,1,0
151058,-5,,1,0
151059,-57,2.0099992370605477,0,0
151060,-67,,0,0
151061,-47,-0.6399984741210929,1,0
151062,-51,10.009999237060548,0,0
151063,-107,,1,0
151064,-122,,1,0
151065,-73,,0,0
151066,-46,,1,0
151067,-72,,0,0
151068,-84,18.610001525878907,0,0
151069,-62,,0,0
151070,-46,32.39000030517578,0,0
151071,-52,24.590000457763672,0,0
151072,-76,,1,0
151073,-37,-13.249999694824218,1,0
151074,-12,1.9500010681152347,0,0
151075,-23,,1,0
151076,-22,-5.099998168945312,0,0
151077,-85,,0,0
151078,-37,27.38999969482422,1,0
151079,-43,3.4800004577636727,0,0
151080,-77,38.80000015258789,0,0
151081,-105,,1,0
151082,-37,,0,0
151083,-33,11.000000305175782,0,0
151084,-28,,0,0
151085,-72,,1,0
151086,-22,22.02999969482422,0,0
151087,-113,5.729999542236328,0,0
151088,-55,46.81999965667725,1,0
151089,-117,33.20999938964844,1,0
151090,-42,33.260000228881836,0,0
151091,-62,-26.86000030517578,1,0
151092,-92,4.369998931884766,1,0
151093,-65,30.71,0,0
151094,-64,,0,0
151095,-54,,0,0
151096,-112,24.469999313354492,0,0
151097,-79,,0,0
151098,-60,29.71,1,0
151099,-45,-10.18,0,0
151100,-51,,0,0
151101,-21,,0,0
151102,-90,10.810001678466797,1,0
151103,-67,27.990000076293946,0,0
151104,-37,-4.139998474121093,0,0
151105,-95,,0,0
151106,-62,19.459999389648438,0,0
151107,-60,-1.639998474121093,0,0
151108,-52,,0,0
151109,-74,,1,0
151110,-20,1.2700004577636719,0,0
151111,-82,3.119999237060547,1,0
151112,-39,32.54999954223633,0,0
151113,13,-5.650000610351562,1,0
151114,-102,13.669998474121094,0,0
151115,-14,39.03999931335449,0,0
151116,-41,,1,0
151117,-30,,1,0
151118,-53,-6.939998321533203,1,0
151119,-82,-7.349998474121094,0,0
151120,-87,14.259998626708985,0,0
151121,-83,-15.309996643066405,0,0
151122,-76,1.3999986267089852,1,0
151123,-29,5.410000762939454,0,0
151124,-60,7.700001068115235,0,0
151125,-93,-4.52000015258789,0,0
151126,-57,27.080000228881836,1,0
151127,-12,16.590001068115235,1,0
151128,-30,49.120000190734864,0,0
151129,-76,-17.980003051757812,0,0
151130,-38,,0,0
151131,-51,27.29999954223633,0,0
151132,-80,,1,0
151133,-92,12.34000015258789,0,0
151134,-50,14.390000305175782,1,0
151135,-32,38.62999946594238,0,0
151136,-55,,1,0
151137,-29,-10.220000915527343,0,0
151138,-57,-11.419997253417968,0,0
151139,-48,,0,0
151140,-95,,0,0
151141,-60,31.02999973297119,0,0
151142,-49,-5.900000610351562,0,0
151143,-63,,0,0
151144,-121,35.63999969482422,0,0
151145,-87,,1,0
151146,-83,33.17000038146973,1,0
151147,-71,24.500000915527345,0,0
151148,-74,-5.760001831054687,0,0
151149,-75,,0,0
151150,-55,3.389999694824219,0,0
151151,-39,,1,0
151152,3,-5.859999694824218,0,0
151153,-45,5.27999969482422,1,0
151154,30,,1,1
151155,-36,35.48000045776367,1,0
151156,-48,-8.18,1,0
151157,-53,25.57,1,0
151158,-39,25.309999771118164,0,0
151159,-59,,0,0
151160,-95,18.400001831054688,0,0
151161,-53,8.849998779296875,1,0
151162,-63,44.68999954223633,1,0
151163,-64,-5.600001373291015,1,0
151164,-25,,0,0
151165,-117,29.369999237060547,1,0
151166,-52,2.169999084472657,0,0
151167,-76,,0,0
151168,-57,,1,0
151169,-57,,0,0
151170,-20,,0,0
151171,-111,16.61999984741211,1,0
151172,-62,,1,0
151173,-86,40.14000030517578,0,0
151174,-18,8.020000762939453,1,0
151175,-72,23.27999969482422,1,0
151176,-31,,0,0
151177,-5,27.91000015258789,1,0
151178,-51,,1,0
151179,-38,16.989998168945313,1,0
151180,-45,33.78999931335449,0,0
151181,-66,18.419999084472657,1,0
151182,-38,21.05000015258789,0,0
151183,-81,32.62999946594238,0,0
151184,-50,,0,0
151185,-77,12.660000152587891,0,0
151186,-62,-14.79,1,0
151187,-116,44.15999980926514,0,0
151188,-12,20.46,0,0
151189,3,,1,1
151190,-83,,0,0
151191,-59,5.340001068115235,0,0
151192,-82,21.459999389648438,0,0
151193,-35,,0,0
151194,-92,,1,0
151195,-50,,0,0
151196,-23,7.939998626708984,0,0
151197,-107,48.309999771118164,1,0
151198,-87,22.71,1,0
151199,-98,,0,0
151200,-90,26.32,0,0
151201,-19,6.700001068115235,0,0
151202,-75,36.39000030517578,0,0
151203,-74,,0,0
151204,-39,,1,0
151205,-81,,1,0
151206,-100,25.07,1,0
151207,-44,,0,0
151208,-18,14.889999694824219,0,0
151209,-120,,0,0
151210,-53,,0,0
151211,-49,,1,0
151212,-63,,1,0
151213,-6,-12.080001525878906,0,0
151214,-76,,0,0
151215,-38,-6.159999542236328,0,0
151216,-45,7.349998779296875,0,0
151217,-91,,1,0
151218,-65,-3.5299984741210935,0,0
151219,-53,25.600000686645508,1,0
151220,-63,,0,0
151221,-55,25.84999938964844,0,0
151222,-78,24.979999542236328,0,0
151223,-30,,1,0
151224,-76,8.000000915527345,0,0
151225,-48,,1,0
151226,-44,-5.18,0,0
151227,-53,30.989999771118164,0,0
151228,-27,-8.87000244140625,0,0
151229,-73,,1,0
151230,-17,19.56999969482422,0,0
151231,-67,15.320000610351563,0,0
151232,-36,,0,0
151233,-75,-8.319999389648437,1,0
151234,-65,35.830000228881836,1,0
151235,-32,-3.1200018310546866,0,0
151236,-60,12.599998779296875,0,0
151237,-28,,0,0
151238,-121,-22.44000213623047,1,0
151239,-64,34.72999984741211,0,0
151240,-87,0.0800018310546875,1,0
151241,-66,,0,0
151242,-42,,1,0
151243,-80,27.989999771118164,1,0
151244,-83,21.560001678466797,1,0
151245,-22,-6.159998931884765,1,0
151246,-66,42.17000038146973,0,0
151247,-19,29.250000915527345,0,0
151248,-79,42.23000045776367,1,0
151249,-91,,0,0
151250,-79,,1,0
151251,5,,1,1
151252,-42,,1,0
151253,0,,0,1
151254,-75,28.110000915527344,0,0
151255,-27,4.790001831054688,0,0
151256,-91,20.890000305175782,1,0
151257,-84,10.880001373291016,0,0
151258,-119,9.520000762939453,0,0
151259,-21,-3.5200001525878903,1,0
151260,-32,,1,0
151261,2,,0,1
151262,-20,40.28999931335449,0,0
151263,-37,,0,0
151264,-85,15.660000152587891,0,0
151265,-74,2.6499986267089852,0,0
151266,-102,-0.4200010681152335,0,0
151267,20,,1,1
151268,-51,,0,0
151269,-81,,1,0
151270,-82,33.90000009536743,0,0
151271,-55,,0,0
151272,-22,38.03999931335449,0,0
151273,-33,,0,0
151274,-33,23.440000534057617,1,0
151275,-59,-5.310001068115234,0,0
151276,-90,-19.629996948242187,0,0
151277,-132,28.66000015258789,1,0
151278,-110,,1,0
151279,-69,-12.59999755859375,1,0
151280,-102,33.06000038146973,1,0
151281,-83,-13.160003356933593,0,0
151282,-75,,1,0
151283,-83,,0,0
151284,-38,-19.010001831054687,1,0
151285,-122,38.88999969482422,0,0
151286,-74,,0,0
151287,-58,7.959999389648438,1,0
151288,-83,,0,0
151289,-56,19.079998321533203,1,0
151290,-65,26.680000610351563,0,0
151291,-69,,0,0
151292,-56,5.299999542236328,1,0
151293,-108,6.419998474121094,0,0
151294,-66,,1,0
151295,-30,,1,0
151296,-78,2.880001373291016,0,0
151297,-96,21.63999969482422,0,0
151298,-62,,1,0
151299,-67,,0,0
151300,-64,29.66000015258789,0,0
151301,-54,22.700001068115235,1,0
151302,-28,,0,0
151303,-92,,0,0
151304,-2,,0,0
151305,-31,-0.4700003051757804,0,0
151306,-22,-16.739996948242187,0,0
151307,-28,,1,0
151308,-86,26.859999656677246,0,0
151309,-47,16.230000457763673,0,0
151310,-54,5.840000152587891,0,0
151311,-30,43.34999973297119,0,0
151312,-75,10.650001831054688,1,0
151313,-27,28.590000457763672,1,0
151314,-77,12.239998168945313,0,0
151315,-57,-15.400001220703125,1,0
151316,3,31.240000076293946,0,1
151317,-100,,1,0
151318,-112,,0,0
151319,-62,,1,0
151320,-4,,0,0
151321,-83,22.279999084472657,1,0
151322,-50,,1,0
151323,-30,-11.109999694824218,1,0
151324,-45,42.09000011444092,0,0
151325,-151,46.60999996185303,0,0
151326,-59,14.790000915527344,0,0
151327,-48,,0,0
151328,-146,30.63999969482422,0,0
151329,-63,-0.11999862670898409,1,0
151330,-34,2.410000152587891,1,0
151331,-91,35.609999618530274,1,0
151332,-83,,0,0
151333,-123,0.09999877929687528,1,0
151334,-117,,1,0
151335,-50,18.829999923706055,0,0
151336,-49,-7.609999694824218,0,0
151337,-117,,0,0
151338,-70,36.80000015258789,0,0
151339,-50,,1,0
151340,-76,54.43000002861023,1,0
151341,-77,,1,0
151342,-63,17.880001373291016,0,0
151343,13,34.67999931335449,0,1
151344,-18,-12.050002746582031,1,0
151345,-8,,1,0
151346,-58,1.939999542236329,0,0
151347,-90,,0,0
151348,-37,25.199999160766602,1,0
151349,-75,,1,0
151350,-36,,0,0
151351,-42,,1,0
151352,-45,20.930001220703126,0,0
151353,-2,,0,0
151354,-40,,1,0
151355,-93,-0.2499990844726554,0,0
151356,-14,-4.679999389648437,1,0
151357,-60,,0,0
151358,-49,,1,0
151359,-78,,1,0
151360,-48,,1,0
151361,-27,17.270000762939453,1,0
151362,-42,17.489998168945313,0,0
151363,-50,30.13999969482422,1,0
151364,-62,,1,0
151365,-77,14.450000762939453,0,0
151366,-48,,0,0
151367,-56,8.389999694824219,0,0
151368,-83,,0,0
151369,-108,-8.099998474121094,0,0
151370,-114,22.310001678466797,0,0
151371,-26,,0,0
151372,-51,15.220001525878907,0,0
151373,-40,18.50000030517578,1,0
151374,-120,4.419998474121094,1,0
151375,-119,38.609999618530274,0,0
151376,-96,43.28000003814697,1,0
151377,-43,9.200001068115235,0,0
151378,-90,,1,0
151379,-95,,1,0
151380,-67,42.70000011444092,0,0
151381,-77,,0,0
151382,-31,,0,0
151383,-42,30.680000610351563,1,0
151384,-29,-3.6700010681152335,1,0
151385,-90,6.650001525878906,1,0
151386,-99,22.93000030517578,0,0
151387,-53,,1,0
151388,-23,,0,0
151389,-22,,0,0
151390,-39,,0,0
151391,-21,10.500000305175782,1,0
151392,-78,48.149999923706055,1,0
151393,-91,,0,0
151394,-57,,0,0
151395,-81,49.72000022888184,0,0
151396,-63,15.32,0,0
151397,-84,,0,0
151398,-43,-9.859999694824218,1,0
151399,-145,8.560001678466797,1,0
151400,-64,34.48000045776367,0,0
151401,-39,29.839999160766602,0,0
151402,-48,,0,0
151403,-48,26.289999313354492,1,0
151404,-78,49.639999828338624,0,0
151405,-59,2.439998931884766,1,0
151406,-88,-0.530001678466796,1,0
151407,-33,,0,0
151408,-63,9.709999084472656,0,0
151409,-34,22.770000762939453,0,0
151410,-46,,0,0
151411,-103,12.329998321533203,0,0
151412,-42,-14.440002136230468,0,0
151413,-42,36.88999969482422,1,0
151414,-90,-9.900000610351562,0,0
151415,-75,,0,0
151416,-95,16.059998474121095,1,0
151417,-111,19.209999389648438,0,0
151418,-50,-10.790000610351562,0,0
151419,-20,-11.68,0,0
151420,-56,-14.269996337890625,0,0
151421,-76,29.920000076293945,1,0
151422,-79,18.570000610351563,1,0
151423,-62,,1,0
151424,-32,26.399999618530273,1,0
151425,-52,33.47999984741211,0,0
151426,-18,-16.150001220703125,1,0
151427,-44,-19.840003662109375,1,0
151428,-107,16.579999923706055,0,0
151429,-65,,0,0
151430,-32,,1,0
151431,-20,-14.599998168945312,0,0
151432,-50,-19.62000244140625,0,0
151433,-40,,0,0
151434,-110,29.91000015258789,0,0
151435,-69,,1,0
151436,-60,-3.839999847412109,0,0
151437,-47,26.97000026702881,0,0
151438,-28,1.7299998474121097,0,0
151439,25,-28.230003051757812,0,0
151440,-75,,1,0
151441,-64,,0,0
151442,-78,,0,0
151443,-60,,0,0
151444,-75,,1,0
151445,-81,,0,0
151446,-134,,0,0
151447,-98,-9.590003051757812,1,0
151448,-84,33.469999618530274,0,0
151449,-7,-9.020003356933593,1,0
151450,-38,,1,0
151451,58,,1,1
151452,-30,,1,0
151453,-53,-7.18,1,0
151454,-20,,1,0
151455,-62,-9.919997253417968,0,0
151456,-74,40.490000076293946,0,0
151457,-93,,1,0
151458,-83,,0,0
151459,-65,9.110001525878907,0,0
151460,-51,32.77999908447266,0,0
151461,-78,22.259998626708985,1,0
151462,-17,-9.900000610351562,0,0
151463,-65,,1,0
151464,-90,13.309998474121095,1,0
151465,-62,7.879998168945313,1,0
151466,-38,28.29999954223633,1,0
151467,-24,-9.04,1,0
151468,-18,-16.34000305175781,1,0
151469,-76,5.099998474121094,1,0
151470,-109,,1,0
151471,-1,,0,0
151472,-77,30.539999313354492,0,0
151473,-59,,1,0
151474,-71,9.250000915527345,0,0
151475,-10,34.17999982833862,0,0
151476,-57,,1,0
151477,-53,24.709999389648438,1,0
151478,-5,30.669999084472657,0,0
151479,-41,-10.319999389648437,0,0
151480,-89,,1,0
151481,-53,0.6100006103515625,1,0
151482,-35,-28.93,0,0
151483,-11,,0,0
151484,-60,1.0200007629394534,1,0
151485,-45,,0,0
151486,-97,-12.690002136230468,1,0
151487,-12,,0,0
151488,-52,-14.309997253417968,1,0
151489,-65,1.5000009155273446,0,0
151490,-58,-9.840003662109375,0,0
151491,-72,45.72000022888184,1,0
151492,-77,7.809998474121095,0,0
151493,-85,,1,0
151494,-83,,0,0
151495,-31,-4.319999389648437,0,0
151496,-61,-13.279998779296875,1,0
151497,-35,,0,0
151498,-69,-14.87000244140625,1,0
151499,-80,-6.189998321533203,1,0
151500,-89,11.930001220703126,1,0
151501,-82,38.03999931335449,1,0
151502,-50,0.1699990844726571,1,0
151503,1,-15.12000244140625,1,0
151504,-47,16.959999389648438,0,0
151505,-51,6.040001220703125,1,0
151506,-43,5.329998321533203,1,0
151507,-8,24.21,1,0
151508,-30,29.820000610351563,1,0
151509,-3,,0,0
151510,-98,,1,0
151511,-51,,1,0
151512,-40,-20.18,1,0
151513,-45,-1.4799986267089835,1,0
151514,-28,16.29999954223633,0,0
151515,-95,-17.37000244140625,0,0
151516,-44,,1,0
151517,-47,-0.1099996948242179,0,0
151518,-101,,1,0
151519,-64,-0.2499990844726554,1,0
151520,-38,,1,0
151521,-109,3.430000610351563,1,0
151522,-33,3.9799998474121097,0,0
151523,-108,-3.1500006103515616,0,0
151524,-77,32.07,1,0
151525,-16,,1,0
151526,-2,,1,0
151527,-35,-33.30999755859375,1,0
151528,-17,,1,0
151529,-76,51.17999979019165,1,0
151530,-12,,0,0
151531,-55,,0,0
151532,-63,10.550000152587891,0,0
151533,-50,-17.169998168945312,0,0
151534,-40,-4.770000457763672,1,0
151535,-34,20.090000457763672,0,0
151536,-38,29.79999954223633,0,0
151537,-81,,1,0
151538,-82,,0,0
151539,-44,33.72999984741211,1,0
151540,-45,-1.2400013732910153,1,0
151541,-50,,0,0
151542,-60,17.099998779296875,1,0
151543,-47,34.07000061035156,1,0
151544,-20,,0,0
151545,-5,7.439999542236329,1,0
151546,-29,-18.66000274658203,0,0
151547,-63,29.180000610351563,0,0
151548,-15,,0,0
151549,-35,7.259998626708985,0,0
151550,-83,-11.34000015258789,1,0
151551,-70,21.059999465942383,1,0
151552,-51,,0,0
151553,-45,17.590000457763672,1,0
151554,-50,6.919998474121094,1,0
151555,-76,-0.8899984741210929,1,0
151556,-63,4.659999847412109,0,0
151557,-32,-19.49999969482422,1,0
151558,-37,,1,0
151559,-80,-3.0200001525878903,0,0
151560,-74,,0,0
151561,-15,,1,0
151562,-100,,1,0
151563,-26,1.439999542236329,1,0
151564,-28,6.129998168945313,0,0
151565,-95,,0,0
151566,-58,32.52999908447266,0,0
151567,-42,,1,0
151568,-80,22.439998931884766,1,0
151569,-61,19.750000915527345,0,0
151570,-70,,1,0
151571,-52,19.809999465942383,0,0
151572,-121,1.939998931884766,0,0
151573,-47,-35.029998779296875,0,0
151574,-28,,1,0
151575,-55,,1,0
151576,-57,12.700001678466798,1,0
151577,-99,,0,0
151578,-97,26.949999160766602,0,0
151579,-30,,0,0
151580,-76,,0,0
151581,-36,-13.099998168945312,0,0
151582,-61,-10.98999755859375,0,0
151583,-67,29.600000686645508,1,0
151584,-22,41.42000038146973,1,0
151585,-73,21.75,1,0
151586,-98,14.889999694824219,0,0
151587,-53,-0.7700001525878903,0,0
151588,-8,6.290001831054688,1,0
151589,-39,,0,0
151590,-30,-12.72000030517578,0,0
151591,-48,,1,0
151592,-48,38.019999465942384,0,0
151593,-77,-12.889999084472656,1,0
151594,-60,,1,0
151595,-54,,1,0
151596,-64,-22.249999084472655,0,0
151597,-82,,0,0
151598,-50,23.279999084472657,1,0
151599,-47,18.200001678466798,0,0
151600,-53,14.480000457763673,0,0
151601,-70,18.029999084472657,1,0
151602,3,-10.209998779296875,1,0
151603,-89,,1,0
151604,-23,31.979999542236328,1,0
151605,-75,,0,0
151606,-40,27.25000030517578,1,0
151607,-67,23.829998931884766,0,0
151608,-49,,0,0
151609,-32,,0,0
151610,-37,,1,0
151611,-43,,1,0
151612,-95,24.079998931884766,0,0
151613,-47,14.369999237060547,1,0
151614,-37,22.489999771118164,1,0
151615,-7,,1,0
151616,-100,10.270000762939453,0,0
151617,-41,37.07,0,0
151618,-52,7.849998779296875,1,0
151619,-93,,0,0
151620,-102,42.89000030517578,0,0
151621,-75,33.649999923706055,0,0
151622,-27,,0,0
151623,-68,,1,0
151624,-110,10.579998931884766,0,0
151625,-57,,0,0
151626,-28,2.989998779296876,0,0
151627,-92,,0,0
151628,-48,-16.010001831054687,1,0
151629,-100,-11.669997863769531,0,0
151630,-60,43.399999923706055,0,0
151631,-58,13.530000686645508,0,0
151632,-39,,0,0
151633,-65,-15.830000915527343,0,0
151634,-55,,1,0
151635,-130,9.389999694824219,0,0
151636,-82,,0,0
151637,-87,22.829998321533203,1,0
151638,-51,6.7700013732910165,0,0
151639,-52,,0,0
151640,-35,,1,0
151641,-73,,1,0
151642,6,,1,1
151643,-12,,0,0
151644,-63,-20.480003051757812,1,0
151645,-87,,1,0
151646,-65,10.079998321533203,0,0
151647,-121,48.35000020980835,0,0
151648,-65,10.860000610351562,0,0
151649,-79,-14.139999084472656,1,0
151650,-43,,1,0
151651,-56,,1,0
151652,-87,36.880000076293946,1,0
151653,-28,,1,0
151654,-53,,1,0
151655,8,-7.039999999999999,1,0
151656,-46,,0,0
151657,-77,-0.06999938964843722,1,0
151658,-52,,0,0
151659,-30,28.920000381469727,1,0
151660,-107,,1,0
151661,-26,,0,0
151662,-70,,1,0
151663,-73,,0,0
151664,-67,2.1299981689453134,1,0
151665,-57,3.5500001525878915,0,0
151666,-11,-4.010001220703124,1,0
151667,-87,-7.800002746582031,0,0
151668,-68,36.88999969482422,1,0
151669,-66,32.500000915527345,1,0
151670,-53,40.27999969482422,0,0
151671,-60,42.91000015258789,0,0
151672,-57,9.189999542236329,0,0
151673,-33,19.360001525878907,1,0
151674,-73,,1,0
151675,-7,,0,0
151676,-54,0.15000152587890625,1,0
151677,-46,7.150001831054688,0,0
151678,-62,44.990000076293946,1,0
151679,-85,,1,0
151680,-46,10.730000457763673,0,0
151681,-4,,0,0
151682,-74,,0,0
151683,-30,,1,0
151684,-27,,0,0
151685,-87,14.270000762939453,1,0
151686,-45,,0,0
151687,-70,14.889999389648438,1,0
151688,-66,,1,0
151689,-75,,1,0
151690,-88,-7.069999389648437,1,0
151691,-72,14.410000152587891,0,0
151692,-70,,0,0
151693,-58,27.54999954223633,0,0
151694,-64,,1,0
151695,7,-0.4799986267089835,0,0
151696,-42,25.390000343322754,0,0
151697,-70,-9.889999084472656,1,0
151698,-69,9.009999237060548,0,0
151699,-88,29.61999984741211,1,0
151700,-88,,0,0
151701,-37,24.899998626708985,1,0
151702,-64,6.450000762939453,0,0
151703,-80,6.680000305175781,1,0
151704,-95,5.650001831054688,1,0
151705,-43,,1,0
151706,-30,,0,0
151707,-129,32.469999618530274,0,0
151708,-10,,0,0
151709,-45,24.850000686645508,1,0
151710,-93,19.05000015258789,1,0
151711,-97,37.670000076293945,0,0
151712,-88,17.709999389648438,0,0
151713,-49,15.110001525878907,1,0
151714,-47,46.78000003814697,0,0
151715,-66,,1,0
151716,-95,-15.940002136230468,0,0
151717,-69,10.72999984741211,1,0
151718,-37,,1,0
151719,-68,13.09000015258789,0,0
151720,-86,,0,0
151721,-84,25.670000381469727,0,0
151722,-93,,0,0
151723,-63,28.840000457763672,1,0
151724,-63,15.349998779296875,1,0
151725,-73,14.680000610351563,1,0
151726,-89,-2.6599998474121094,0,0
151727,-14,,1,0
151728,-97,,0,0
151729,-40,,1,0
151730,-60,,1,0
151731,-63,,1,0
151732,-90,,1,0
151733,-60,36.93000061035156,0,0
151734,-108,24.86999984741211,1,0
151735,-77,1.9599993896484378,1,0
151736,-98,31.469999618530274,0,0
151737,-77,26.020000457763672,1,0
151738,-82,,0,0
151739,-67,0.0599984741210946,1,0
151740,-65,41.73000045776367,0,0
151741,-106,7.610001525878907,1,0
151742,-105,,1,0
151743,-78,46.179999656677246,1,0
151744,-95,28.679999313354493,0,0
151745,-70,,0,0
151746,-111,6.5200013732910165,1,0
151747,-52,,1,0
151748,-48,,1,0
151749,-95,32.13000011444092,1,0
151750,-30,-13.40999984741211,1,0
151751,-98,,1,0
151752,-69,,0,0
151753,-66,,0,0
151754,-92,,0,0
151755,-1,-7.800002136230468,0,0
151756,-78,35.86999923706055,0,0
151757,-45,,0,0
151758,-68,-8.620001831054687,1,0
151759,-55,,1,0
151760,-93,,0,0
151761,-64,22.459999389648438,1,0
151762,-23,,1,0
151763,-75,,1,0
151764,-73,39.860000915527344,1,0
151765,-39,37.22999984741211,0,0
151766,-59,17.84000015258789,0,0
151767,-40,1.2399981689453128,1,0
151768,-55,14.780000686645508,1,0
151769,-118,-3.9999996948242185,1,0
151770,-41,,0,0
151771,-60,,0,0
151772,-42,30.29999954223633,1,0
151773,-93,31.75,0,0
151774,-63,26.66000015258789,0,0
151775,-49,,1,0
151776,-17,41.42000038146973,0,0
151777,-50,,1,0
151778,-59,,1,0
151779,-70,21.270000762939453,0,0
151780,-47,,0,0
151781,-30,3.0599984741210946,0,0
151782,-48,-14.379996337890624,0,0
151783,-35,,1,0
151784,-35,8.680000305175781,0,0
151785,-47,4.129998168945313,0,0
151786,12,-6.299999237060547,1,0
151787,-88,33.41999908447266,0,0
151788,-14,25.5800008392334,0,0
151789,-72,,0,0
151790,-51,,1,0
151791,-47,,0,0
151792,17,-20.660003356933593,1,0
151793,-89,,0,0
151794,-77,,1,0
151795,-108,6.7200015258789065,0,0
151796,-77,22.439998931884766,0,0
151797,-52,-8.23999755859375,1,0
151798,-67,46.11999984741211,1,0
151799,-103,22.529999084472657,0,0
151800,-29,16.969999313354492,0,0
151801,-95,-7.240001373291015,0,0
151802,-12,23.66000015258789,1,0
151803,-22,19.809998474121095,0,0
151804,-90,12.049999542236328,0,0
151805,-63,-3.4799986267089835,0,0
151806,-97,,1,0
151807,-53,23.270000762939453,1,0
151808,-34,-3.630000762939453,1,0
151809,-70,,0,0
151810,-36,,0,0
151811,-23,,0,0
151812,-93,-3.889998474121093,0,0
151813,-63,5.110001525878907,1,0
151814,-93,6.899998626708985,0,0
151815,-68,,1,0
151816,-46,8.720001525878907,0,0
151817,-67,28.259999237060548,0,0
151818,12,25.980000457763673,1,1
151819,-78,,1,0
151820,-81,6.0000003051757815,0,0
151821,-81,12.229999542236328,0,0
151822,-70,,0,0
151823,-68,17.610000915527344,0,0
151824,-58,,1,0
151825,-87,12.399998626708985,0,0
151826,-59,19.700000762939453,1,0
151827,-35,6.7700013732910165,1,0
151828,-43,,1,0
151829,-51,,0,0
151830,-46,,0,0
151831,-50,8.919999084472657,1,0
151832,-60,-12.169997253417968,0,0
151833,-9,22.110001525878907,0,0
151834,-40,29.97999984741211,1,0
151835,-68,,0,0
151836,-59,9.809998474121095,1,0
151837,-52,32.830000228881836,1,0
151838,-60,-7.9100033569335935,0,0
151839,-85,,0,0
151840,-22,-16.80999725341797,0,0
151841,-18,-23.029998474121093,1,0
151842,-60,,1,0
151843,-89,30.32,0,0
151844,-99,,0,0
151845,-38,,1,0
151846,-113,19.47999984741211,0,0
151847,-73,7.970001220703125,1,0
151848,-85,16.860000610351562,0,0
151849,-72,12.129999160766602,0,0
151850,-53,4.669999084472657,0,0
151851,10,7.3300018310546875,0,1
151852,-39,5.509998626708985,0,0
151853,-87,29.090000457763672,0,0
151854,-57,38.9499991607666,1,0
151855,-76,30.709999389648438,0,0
151856,-14,2.3299989318847665,1,0
151857,-71,-15.519996337890625,1,0
151858,-34,24.580000228881836,1,0
151859,-57,38.16000015258789,0,0
151860,-87,,1,0
151861,-105,-0.08999923706054602,0,0
151862,-15,,0,0
151863,-109,,1,0
151864,-44,10.610000915527344,1,0
151865,-56,,1,0
151866,-13,20.63999969482422,1,0
151867,-61,,0,0
151868,-49,22.739999771118164,0,0
151869,-115,45.46,0,0
151870,-93,6.590000457763672,1,0
151871,-29,,1,0
151872,-60,6.36999984741211,0,0
151873,-32,,1,0
151874,-33,6.5500001525878915,1,0
151875,-60,44.80000015258789,0,0
151876,-47,9.34000015258789,0,0
151877,-77,-3.1800003051757812,1,0
151878,-57,,0,0
151879,-78,,0,0
151880,-62,28.629999465942383,1,0
151881,-93,13.970001525878907,1,0
151882,-40,,0,0
151883,-87,,0,0
151884,-47,20.860000915527344,1,0
151885,-64,6.810001678466797,0,0
151886,-29,-3.0499989318847653,1,0
151887,-60,-8.209999084472656,1,0
151888,-15,34.859999618530274,0,0
151889,-46,-14.849998168945312,1,0
151890,-53,24.869999237060547,1,0
151891,-33,-5.700000762939453,1,0
151892,-120,16.989998168945313,0,0
151893,-76,,0,0
151894,-93,-8.970000915527343,0,0
151895,-40,-13.049999237060547,1,0
151896,-41,11.239998779296876,0,0
151897,-63,,0,0
151898,-61,-17.09000305175781,0,0
151899,-58,,1,0
151900,-90,-2.1500012207031247,0,0
151901,-85,26.50000030517578,1,0
151902,-55,,1,0
151903,-69,20.040001220703125,0,0
151904,3,,1,1
151905,-7,0.410000762939454,0,0
151906,-127,,1,0
151907,8,,0,1
151908,-76,,1,0
151909,-55,34.519999465942384,1,0
151910,-62,5.079998321533203,0,0
151911,-15,,0,0
151912,-100,,1,0
151913,-19,17.959999084472656,0,0
151914,-88,38.25,0,0
151915,-28,,1,0
151916,-76,42.04000026702881,1,0
151917,36,,1,1
151918,-27,7.22999984741211,1,0
151919,-72,8.329998931884766,0,0
151920,-58,,1,0
151921,-76,,0,0
151922,-35,36.48000045776367,1,0
151923,-62,,0,0
151924,-29,-11.629996337890624,1,0
151925,-28,-14.949996643066406,1,0
151926,-55,9.840001068115235,0,0
151927,-54,-4.049998321533202,0,0
151928,-99,,1,0
151929,-69,,0,0
151930,-28,14.410000152587891,0,0
151931,-70,21.020000762939453,0,0
151932,-160,7.610000915527344,0,0
151933,-77,10.700001068115235,0,0
151934,-98,,0,0
151935,-42,0.9500016784667977,1,0
151936,-29,30.419999084472657,0,0
151937,-47,37.02000076293945,1,0
151938,-68,,1,0
151939,-26,35.22999984741211,1,0
151940,-26,29.309999771118164,0,0
151941,-47,,1,0
151942,-92,,1,0
151943,-87,0.7299995422363281,0,0
151944,-91,,0,0
151945,-68,,1,0
151946,-94,44.649999923706055,1,0
151947,-73,45.07,1,0
151948,-102,-1.2299986267089835,1,0
